danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,popularity,song_name,artist_name,genius_id,lyric,tags,tier,genius_url,released_year
0.529,0.711,11,-5.016,0,0.0669,0.572,0.0,0.0799,0.582,170.305,23d8v6tU6lR77pFKsApMtF,379059,4,83,NADIE SABE,Bad Bunny,9614081," Ey Dicen que el mundo va a acabarse, ojalá que sea pronto A veces picheo y me hago el tonto ¿Quién puñeta' dijo que yo quiero ser ejemplo? To' lo bueno que hago, lo hago porque lo siento Y está cabrón, wow, ya voy pa' treinta Rolex y AP yo no sé pa' qué Si el tiempo pasa y no me doy ni cuenta Haciendo chavo' mientra' tú comenta' Pero nadie sabe, no, lo que se siente, ey Sentirse solo con cien mil pеrsona' al frente Que dе ti hable toda la gente Sin saber un bicho, sin conocerte Y hasta te deseen la muerte Pero yo no, yo les deseo buena suerte, sí, ajá Ey, la gente tiene que dejar de ser tan estúpida y pensar Que conocen la vida de los famoso' Wow, qué mucho podcast, qué mucho baboso Hoy me levanté aborrecío' como Laura Bozzo Con gana' 'e dispararle a alguien encima de una pista Hace tiempo no veo a mi terapista Quizá por eso es que tengo la mente bizca Este disco no es pa' ser tocado, ni un billón de vista' Es pa' que mis fans reales estén contento' Aunque yo por dentro no me sienta al 100% Es pa' que me cancelen y me odien Alce la mano el que quiera ir pa' uno 'e mis concierto' Vendí el Bugatti porque lo sentía lento, y Porque los mío' no caben en un asiento Yo la saqué del parque del primer intento Estás equivoca'o si crees que estoy en mi momento Eso no ha llega'o, demasia'o enfoca'o Tú no conoce' a Bad Bunny, tú solo te has retrata'o, ey Soy el caballo ganador, voy alante por veinte cuerpo' Ey, ey Y sin decir mi nombre tú conoces mi vo' Dime quién era el mejor que yo, se me olvidó Desde que yo estoy e' un orgullo ser el do' El que nunca se quitó, pues nunca perdió No me eche' la culpa, échasela a Dio' Sí, que Él fue el que el don me dio De hacerlo fácil, je, de hacerlo ver muy fácil, ey Y es verdad, no soy trapero, ni reggaetonero Yo soy la estrella más grande en el mundo entero To's quieren ser número uno, no entiendo el esmero Si quieres te lo doy, cabrón, yo ni lo quiero Yo he perdido amore', he perdido dinero Por mi mejor defecto: ser muy sincero Pero no pierdo la fe ni las ganas de matarlo' No es decir que eres real, es demostrarlo No es decir ""soy el mejor"", hay que probarlo No e' hacer dinero, mi amor, es multiplicarlo No me llamen, 'toy corriendo moto en Montecarlo Porque el dinero se hizo pa' gastarlo, sí Y la black card no da decline A ti te escriben to', ustede' siempre han sido AI Si en WhatsApp hablamo' los mejore' all time Te sacamo' del group chat, te dejamo' offline Aprovecho el tiempo haciendo historia' y ustede' haciendo storytime, je Ya no estoy en mi peak, ahora estoy en mi prime Por eso están rezando que me estrelle, Ayrton Senna Soy una obra de arte, Mona Lisa, Última Cena Te va a dar diabete' Si Sugar 'tá en la loma, tú te baja' en la novena Yo mismo me impresiono, como Randy Arozarena Bad Bunny salió, pongan sus disco' en cuarentena Sonando en to' lao', secuestramo' las antena' Yo soy del Caribe, meterle cabrón a mí me corre por las vena' Arroyo 2004 en Atena' El calentón está que arde Mi flow se lo debo a Dio' y a Tego Calde Wow, qué mucho yo chingué en la suite del Vander Creo que maduré, espero que no sea tarde A mí no me exija', Bad Bunny no e' alcalde No me des tu número, yo nunca vo'a llamarte Dejen de comparar, saben que soy aparte Disfruten y ya, cada cual hizo su parte, sí Yo no soy Daddy Yankee, yo no soy Don Omar Yo soy Bad Bunny, mamabicho, yo no soy normal Hay mucha gente deseando que me vaya mal Tristemente a esa gente le toca mamar Tú no ere' mi fan real, por eso te tiré el celular A los reale' por siempre los voy a amar Que hable to' el cabrón que quiera hablar El que no sabe el cuento siempre lo quiere contar Las termino con la ""L"", con la ""R"" suenan mal Sin cojone' me tiene la fama, nunca vo'a cambiar Yo puedo mudarme de PR Pero PR de mi alma nunca se podrá mudar Yo sé que no soy perfecto, y tampoco quiero serlo Me gusta ser como soy, a veces bueno, a veces malo Y de ahora en adelante, todas las decisione' de mi vida las voy a hacer pensando en mí y solamente en mí porque al final nunca va' a poder complacerlo' a todo' Siempre alguien te va a amar y siempre alguien te va a odiar Nadie sabe lo que va a pasar mañana Lo que va a pasar mañana Nadie sabe lo que va a pasar mañana Lo que va a pasar mañana Por eso lo hago hoy, oh, oh-oh-oh Oh, oh, oh (Oh-oh, oh, oh) ",rap,D,https://genius.com/Bad-bunny-nadie-sabe-lyrics,2023.0
0.867,0.646,1,-4.674,0,0.288,0.303,0.0,0.279,0.67,88.634,6MdqqkQ8sSC0WB4i8PyRuQ,304600,4,80,No Diggity,Blackstreet,6320," Yeah You know what? I like the playettes No diggity, no doubt, uh Play on, playette Play on, playette Yo, Dre, drop the verse It's going down, fade to Blackstreet The homies got at me, collab' creations bump like acne No doubt, I put it down, never slouch As long as my credit can vouch, a dog couldn't catch me **** out Tell me who can stop when Dre makin' moves Attracting honeys like a magnet Giving 'em eargasms with my mellow accent Still moving this flavor With the homies Blackstreet and Teddy The original rump shakers Shorty get down, good Lord Baby got 'em open all over town Strictly biz, she don't play around Cover much grounds, got game by the pound Getting paid is her forte Each and every day, true player way I can't get her out of my mind (Wow) I think about the girl all the time (Wow-wow) East side to the west side Pushin' phat rides, it's no surprise She got tricks in the stash, stacking up the cash Fast when it comes to the gas By no means average She's on when she's got to have it Baby, you're a perfect ten, I wanna get in Can I get down so I can win? I like the way you work it No diggity, I got to bag it up (Bag it up) I like the way you work it No diggity, I got to bag it up (Bag it up, girl) I like the way you work it No diggity, I got to bag it up (Bag it up) I like the way you work it No diggity, I got to bag it up (Get up) She's got class and style Street knowledge by the pound Baby never act wild Very low-key on the profile Catchin' feelings is a no Let me tell you how it goes Herb's the word, spin's the verb Lovers, it curves, so freak what you heard Rollin' with the phatness You don't even know what the half is You've got to pay to play Just for shorty bang-bang to look your way I like the way you work it Trump tight all day, every day You're blowing my mind, maybe in time Baby, I can get you in my ride I like the way you work it No diggity, I got to bag it up (Bag it up) I like the way you work it No diggity, I got to bag it up (Oh, yeah) I like the way you work it No diggity, I got to bag it up (Bag it up, babe) I like the way you work it No diggity, I got to bag it up (Get up) Hey yo, hey yo, hey yo, hey yo (Hey yo, that girl looks good) Hey yo, hey yo, hey yo, hey yo (Play on, play on, play on) Hey yo, hey yo, hey yo, hey yo (You're my kind of girl) Hey yo, hey yo, hey yo, hey yo (Hey yo) 'Cause that's my peeps and we rolls deep Flyin' first class from New York City to Blackstreet What you know about me? Not a **** thing Cartier wooden frames sported by my shorty As for me, icy gleaming pinkie diamond ring We bes the baddest clique up on the scene Ain't you getting bored with these fake-**** broads? I shows and proves, no doubt, I been diggin' you so Please excuse if I come across rude, that's just me And that's how a playette's got to be Stay kickin' game with a capital G Ask the peoples on my block, I'm as real as can be Word is bond, faking moves never been my thing So, Teddy, pass the word to your **** Chauncy I'll be sending the call, let's say, around 3:30 Queen Pen and Blackstreet, it's no diggity (No diggity, no doubt, baby) I like the way you work it No diggity, I got to bag it up (Girl, you got it going on) I like the way you work it No diggity, I got to bag it up (Play on, play on, play on) (Hey yo, hey yo, hey yo, hey yo) I like the way you work it No diggity, I got to bag it up (Hey, ooh) (Hey yo, hey yo, hey yo, hey yo) I like the way you work it No diggity, I got to bag it up (Hell, yeah, babe) Yeah, come on Becky in full effect (No doubt) Lisa in full effect (Right) Vicky in full effect (Uh-huh) Tamika in full effect (Yeah) Blaze in full effect (Right) Ain't nothin' goin' on but the rent (No doubt) Yeah, play on, playette (Play on, playette) Play on (Play on), play on (play on) 'Cause I like it (Right) No diggity, no doubt, yeah Blackstreet productions We out, we out (Right) We out, we out ",r-b,D,https://genius.com/Blackstreet-no-diggity-lyrics,1996.0
0.751,0.669,7,-5.367,1,0.445,0.442,2.11e-06,0.15,0.69,93.705,7ucEkWU0SVy0XFdfXESgfY,250851,4,82,LOS PITS,Bad Bunny,9614069," Everything Foreign, haha Je, ey Sabes que vo'a hablar sucio si tiene el parental Te lo dije que me hacía millo ante' 'e los treinta Mi Spotify factura más que un kiosco de lenta Cabrón, ¿no te das cuenta? Je To' los premios tienen mi nombre, como café de Starbucks Yo no uso Travis, yo ando con las Bad Bu Los dolores de cabeza me hacen más fuerte, Psyduck Yo no ando con una side bitch, yo ando con una side Glock, brr Por si acaso, je, nah Yo no soy títere, mi amor, no me hagas caso A mi mai le promеtí a los quince que jamás me iba a buscar un caso Solté las libra' y mе fui a conquistar el mundo Ni en el maratón del pavo me gustaba ser segundo Pudiera estar rapeando de temas profundo' Pero llegan los cheque' y como que me confundo Wow, bebesota, je Si me envía' un DM, al otro día te lo hundo, je Al otro día, sin fantasmeo Pero si estamo' en la disco, te lo pongo aquí Mañana te llevo a correr jet ski Chingando en el bote me sube el ki Oh please, dale, ma, sigue ahí, sigue así Que si tú quiere' te lo pongo aquí Ya me está haciendo efecto los shot de tequi Los Phillie' y las Perky, un quickie, te voy a llevar pa' los pits Yo sí estoy en la movie, pregúntale a Brad Pitt Je, y está cabrón porque Mientras más alto tú está', más bajo te quiere ver caer la gente Y a mí sin cojone' me tiene, yo picheo, pero A vece' cuando uno está bien loco, con una nota cabrona en la disco o donde sea Uno se pone a pensar por un minuto en to' los problema' 'Tá cabrón Periódico de ayer, por favor, no me estorbe' Ahora estas charras demandan porque me vieron en Forbe' Ya cogiste tu sonido, espero que te conforme' Ya no hay más na', ey Lo mío no fue regalado Yo estoy matando desde que me bajé de la guagua de los mantecado' Prende la radio, te dejé un recado Me cago en tu madre y la de tu abogado Sin ti no me va bien, me va fenomenal De ti no me acuerdo, no vengan a llamar Tu amiga la fea me lo puede mamar Pide más botella', vamo' a celebrar ¿De qué curse tú me habla'? A mí nada me va a tumbar Tengo el mundo entero encima, ya me duele la lumbar Pero la luz que me guía no me para de alumbrar Bad Bunny en la cima, se tienen que acostumbrar, je Ahora los hombres lloran, sí, pero sin parar de facturar Papá Dios me ayuda sin tener que madrugar Pero wait, fuck Cuida'o, que ya está amaneciendo De Gekko pa' E11EVEN, yo veo la hookah y de una me prendo Baby, ¿cuál es tu nombre? Si me chingas bien, jura'o que me lo aprendo Je, shh, calla'o, nadie nos 'tá viendo, ey, ey Si tú te atreve', yo te lo pongo aquí Mañana te llevo a correr jet ski Chingando en el bote me sube el ki Oh please, dale, ma, sigue ahí, sigue así Que si tú quieres te lo pongo aquí Ya me está haciendo efecto los shots de tequi Los Phillie' y las Perky, un quickie, te voy a llevar pa' los pits Yo sí estoy en la movie, pregúntale a Brad Pitt ¿Dónde están las mujere' soltera'? Las mujere' soltera', ¿dónde están? ¿Y dónde están las casada'? Con la mano arriba Las mujeres casada', con la mano arriba Que esas son las que me gustan Jeje, oye, no, no, no, fuera 'e vacilón Yo quiero que to' el que la está pasando cabrón To' el que la está pasando bien, con la mano arriba To' el que está puesto pa' hacer dinero Sin envidiarle nada a nadie, con la mano arriba Los que viven su vida sin importarle un carajo la de los demás Con la mano arriba, bien borracho, cantando el coro, que dice, ¿cómo? Ey, si tú te atreve', yo te lo pongo aquí Mañana te llevo a correr jet ski Chingando en el bote me sube el ki Oh please, dale, ma, sigue así, sigue así Que si tú quiere', ya, ja Tato, tato, tato, tato, ustede' 'tán activo' Que sigan pasándola cabrón Las que se van conmigo Que me dejen saber, que le tiren a Senci o se monten en el Sprinter que está afuera Los veo ahorita, je, oye, es jodiendo, es jodiendo, eso es jodiendo, deja eso Los quiero, gente, con cojone', los amo, puñeta ",rap,D,https://genius.com/Bad-bunny-los-pits-lyrics,2023.0
0.552,0.744,4,-2.656,0,0.124,0.496,0.0,0.112,0.627,156.027,4pcafPzLDSqQktqSpxHL3E,217133,4,83,THUNDER Y LIGHTNING,Bad Bunny,9614079," Las ganas tuya' e' hacerlo como Eladio Solo quise estar estable, millonario no Pero ya que lo soy, yo lo vo'a gastar como a mí me dé la fucking gana El hijo de Sol María, el nieto de Octavio Mis hijos son leyenda, ya eso e' hereditario Somos nosotros, pa'l carajo los contrario' Conmigo nunca salen, Eddie Dee con El Diario Emes grande' en mi cuenta, Super Mario Pa' lograrlo hicimo' lo necesario No tengo ni un día libre en mi calendario Y mucho meno' tiempo pa' ustede' en mi horario No, no Dicen que el tiempo de Dios еs perfecto Cabrón, yo 'toy aquí porque tеnía que pasar Joseando to' los día', trabajando con cojone', aquí nada fue al azar Ey, hay unos que me quieren muerto, me ven de frente y me vienen a abrazar En guerra avisada, dicen que no muere gente por eso no vo'a avisar, no Thunder, Lightning (Wuh), enmascara'o, te dejamo' en parking (¡Grr, paw!) Yeah, doscientos mil solo en un chanting (Hey, bitch) Yeah, encima las paca' haciendo planking (¡Mula!) Aquí somos mucho' como los Viking (Ey, ey, ey) Thunder, Lightning (Wuh), enmascara'o, te dejamo' en parking (Prr) El VIP tiene modelo, parece un casting (Hey), je Me llevé a do' que chingando son un tag team (Paw, paw) Y una pa' mí, una pa' Ela, ey, ey (¡Wuh!) Benji, Franklin (¡Mula!), Aston Martin (Damn) Yo estoy balling (Wuh), Luka, Spalding (Uh) Poli (Wuh; ¡prr!), shh, warning Code Barney, Combi Marni (¡Prru!) Messi (Messi), hat-trick (Hat-trick), estrella (Ah), Patrick Lambo (Lambo) Urus (Urus) automatic (Ja) Joven legend, Nas, Illmatic (¡Prr!) Bad Bu, Ela, no estás escuchando cualquiera (Hey, hey, hey) Sonando en to' los botecito' en Formentera (Wuh) Y en los carrito' en Santurce y en Cantera (Ah) Tú saca' un disco, jeje, nadie se entera (¡No!) Yo saco el mío y lo ve la gente entera (¡Ey, ey, ey, bitch!) To' mis verso' son bueno', pero mis barra' no son de kinder (Wuh) Frío donde quiera que pise, pa' mí to' el año e' winter (Frío) En Los Ángele' con par de ángele' montada en el Sprinter (Skrrt-skrtt) Lamborghini verde y amarillo como las inter (¡Prr!) Los bombero' no quieren que pise los estudio' (Fuego) La cabina en fuego solo con un interludio (Damn) Harley Brothers, Shaq y Kobe, Beno y Eladio (Wuh) Palo asegura'o, como Vladi en Ontario (Ey) Palo asegura'o como Mike Trout en Los Angels Como Igor pa' los tiempo-tiempo' de los Rangers (¡Wuh!) Kendo 2012, yo la saco y suena danger (¡Ja!) Prende el Auto-Tune que vo'a detonar (Ey, ey, ey) La última gira de ustede' fue una escolar Fiesta patronal, ¿quién me va a destronar? Thunder y Lightning si salimo' pa' la calle (¡Rrr!) El clima cambia, va a tronar, ey, ey (Paw, paw, paw, paw, paw) Thunder, Lightning (¡Wuh!), enmascara'o, te dejamo' en parking (¡Grr, paw!) Yeah, doscientos mil solo en un chanting (Hey, bitch) Yeah, encima las paca' haciendo planking (¡Mula!) Aquí somos mucho' como los Viking (Ah) Ey, ey, Thunder, Lightning, yo soy un astro, Ricky Martin Ustede' me han visto, to' mis temas están charting Ustede' me han visto, siempre ando con los mismo' Mientras ustedes son amigos de to' el mundo como Balvin ",rap,D,https://genius.com/Bad-bunny-and-eladio-carrion-thunder-y-lightning-lyrics,2023.0
0.778,0.555,6,-5.473,0,0.231,0.325,0.0,0.111,0.271,143.916,1U3A66OHQyTu4N2QTMsP86,177451,4,82,GRACIAS POR NADA,Bad Bunny,9614064," Ey, no sé si cachaste lo que te quise decir Es que tú ere' masoquista, te lo vuelvo a repetir, ey Aunque me llame tu mai, aunque aparezca tu pai Aunque baje Jesucristo y nos vuelva a bendecir Lo nuestro no lo vuelvo a revivir, no lo vuelvo a revivir Solo me resta decirte (Ey, ey) Gracias por nada, gracias por nada Ya no hay pa' ti ni bicho ni Prada Ya yo te caché, ma, te vas pichada Recoge tus cosa' y no dejes nada (No) Gracias por nada, gracias por nada Ya no hay pa' ti ni bicho ni Prada (No) Yo sé lo que hiciste, una hijеputada Tú vete tranquila, no me dеbe' nada Porque to' lo que te di fue de corazón Si te veo de nuevo es por el retrovisor Si tú me ves de nuevo, es por el televisor Una peli de amor que no existió, porque Yo pensaba que tú era' Julieta y yo era tu Romeo Pero vi que estaba erróneo Tú me tenía' dormido y con insomnio (Ey, ey, ey, ey, ey) Pero a media noche desperté y te pillé to' los texts Tú con él, yo pichándole a toa' Mírame a los ojo', no me bajes la cabeza No estás siendo sincera y eso es lo que me pesa Tú enrolaste y te fumaste las promesa' Tú estás buena, pero eso no es belleza Bonito es que siempre digan la verdad Yo no 'toy pa' esto y meno' a esta edad, ey Los días malo' no se cansan, je Aborrecío', estoy que me mudo pa' Kansa' Si ponemo' nuestros errore' en la balanza Yo fallé más que tú, pero en darte mi confianza Ey, ey Gracias por nada, gracias por nada Ya no hay pa' ti ni bicho ni Prada Ya yo te caché, ma, te vas pichada Recoge tus cosa' y no dejes nada Gracias por nada, gracias por nada Ya no hay pa' ti ni bicho ni Prada Yo sé lo que hiciste, una hijeputada Tú vete tranquila, no me debes nada ",rap,D,https://genius.com/Bad-bunny-gracias-por-nada-lyrics,2023.0
0.495,0.691,10,-4.989,0,0.0447,0.0745,0.0033,0.0881,0.299,123.051,0dxp7DyPJEo6JhtnjUtBnN,222912,4,82,On My Love,Zara Larsson,9481808," (That's on my love) (That's on my love) No, I don't need the time to make up my mind (Yeah, yeah) That's on my love (Yeah) That's on my love, yeah (Yeah) Hear my pain, can you hear my prayer? Take my breath, can you take me there? That's on my love, yeah, yeah Into the dark, into the light, baby, I go Whether it's wrong, whether it's right, I will follow I'll pay the price, I'll sacrifice That's on my love, yeah On my love, on my love I put that on my, on my love, on my love I put that on my love I put that on my love On my love, on my lovе I put that on my, on my love, on my love I put that on my love I put that on my lovе That's on my love That's on my love I still need you deep in my heart (Yeah, yeah) That's on my love (Yeah) That's on my love, yeah (Yeah) You're the one thing I can't escape You're the fire to my warm embrace, yeah That's on my love Into the dark, into the light, baby, I go Whether it's wrong, whether it's right, I will follow I'll pay the price, I'll sacrifice That's on my love, yeah On my love, on my love I put that on my, on my love, on my love I put that on my love (I put that on my love) I put that on my love (I put that on my love) On my love, on my love I put that on my, on my love, on my love I put that on my love (That's on my love) I put that on my love (I put that on my love) (That's on my love) (That's on my love) I put that on my love I put that on my love On my love, on my love I put that on my, on my love, on my love (That's on my love) I put that on my love (That's on my love) I put that on my love (I put that on my love) ",pop,D,https://genius.com/Zara-larsson-and-david-guetta-on-my-love-lyrics,2023.0
0.706,0.786,0,-3.417,0,0.091,0.26,0.0,0.38,0.751,150.028,0puf9yIluy9W0vpMEUoAnN,199387,4,80,Bang Bang,Jessie J,486355," She got a body like an hourglass But I can give it to you all the time She got a booty like a Cadillac But I can send you into overdrive, oh You've been waiting for that Step on up, swing your bat See, anybody could be bad to you You need a good girl to blow your mind, yeah Bang, bang into the room (I know you want it) Bang, bang all over you (I'll let you have it) Wait a minute, let me take you there (Oh) Wait a minute 'til you (Oh, hey!) Bang, bang, there goes your heart (I know you want it) Back, back seat of my car (I'll let you have it) Wait a minute, let me take you there (Oh) Wait a minute 'til you (Oh, hey!) She might'a let you hold her hand in school But I'ma show you how to graduate (Mm-hmm) No, I don't need to hear you talk the talk Just come and show me what your momma gave ya, baby I heard you've got a very big (Shhh) Mouth but don't say a thing See, anybody could be good to you You need a bad girl to blow your mind Bang, bang into the room (I know you want it) Bang, bang all over you (I'll let you have it) Wait a minute, let me take you there (Oh) Wait a minute 'til you (Oh, hey!) Bang, bang, there goes your heart (There goes your heart now, I know you want it) Back, back seat of my car (Seat of my car, I'll let you have it) Wait a minute, let me take you there (Oh) Wait a minute 'til you (Oh, hey!) You know what, girls? Let me show you how to do it It's Myx Moscato, it's frizz in a bottle, it's Nicki Full Throttle, it's oh, oh Swimming in The Grotto, we winning in the lotto, we dipping in the Powder Blue four-door Kitten so good, it's dripping on wood, get a ride in the engine that could go Batman, robbin' it, bang, bang, cockin' it, Queen Nicki dominant, prominent It's me, Jessie, and Ari, if they test me, they sorry Ride his uh like a Harley then pull off in his Ferrari If he hangin', we bangin', phone rangin', he slangin' It ain't karaoke night, but get the mic, 'cause I'm singin' Uh, B to the A to the N to the G to the (Baby, baby, baby, bae, ba—baby) Uh, B to the A to the N to the G to the, hey See, anybody could be good to you You need a bad girl to blow your mind, your mind (Okay) Hey Bang, bang into the room (Oh, I know you want it) Bang, bang all over you (I'll let you have it, b-bang, bang, bang, bang, baby) Wait a minute, let me take you there (Oh) Wait a minute 'til you (Oh, yeah!) (Kyuh, uh-huh) Bang, bang, there goes your heart (There goes your heart, I know you want it) Back, back seat of my car (I'll let you have it) Wait a minute, let me take you there (Let me take you there) Wait a minute 'til you (Oh, hey!) Bang, bang into the room (I know you want it) Bang, bang all over you (I'll let you have it), yo, I said Bang, bang, bang, ba—bang, bang Bang, bang, bang, bang, ba—bang, bang Bang, bang, there goes your heart (I know you want it) Back, back seat of my car (I'll let you have it) Wait a minute, let me take you there (Oh) Wait a minute 'til you (Oh, hey!) ",pop,D,https://genius.com/Jessie-j-ariana-grande-and-nicki-minaj-bang-bang-lyrics,2014.0
0.772,0.639,1,-7.119,1,0.467,0.15,0.0,0.0698,0.261,168.112,6uFn47ACjqYkc0jADwEdj1,166560,4,80,Pop Out (feat. Lil Tjay),Polo G,5941473,"1. Polo G- RAPSTAR 2. Polo G- Martin & Gina 3. Polo G- Pop Out (feat. Lil Tjay) 4. Lil Tjay- Headshot (feat. Polo G & Fivio Foreign) 5. Polo G- Epidemic 6. Polo G- 21 7. Polo G- Through Da Storm 8. Polo G- GNF (OKOKOK) 9. Rod Wave- Richer (feat. Polo G) 10. Polo G- Flex (feat. Juice WRLD) 11. Polo G- Chosen 1 12. KSI- Patience (feat. YUNGBLUD & Polo G) 13. King Von- The Code (feat. Polo G) 14. Polo G, Stunna 4 Vegas & NLE Choppa- Go Stupid (feat. Mike WiLL Made-It) 15. Polo G- Finer Things 16. Lil Durk- 3 Headed Goat (feat. Lil Baby & Polo G) 17. Polo G- Gang WithMe 18. Polo G- Heartless (feat. Mustard) 19. Polo G- Neva Cared 20. Moneybagg Yo, Polo G & Lil Durk- Free Promo 21. Polo G- Dyin Breed 22. Polo G- I Know 23. Lil Tecca & Polo G- When You Down (feat. Lil Durk) 24. Polo G- Hollywood 25. Polo G- Deep Wounds 26. Polo G- The Come Up 27. DaBaby- Handgun (feat. NoCap & Polo G) 28. Polo G & Lil Tjay- First Place 29. Pop Smoke- Fashion (feat. Polo G) 30. Only The Family & Lil Durk- Career Day (feat. Polo G) 31. Bankrol Hayden- Whatchu On Today (feat. Polo G) 32. Fivio Foreign & Kenny Beats- Bop It (feat. Polo G) 33. SpotemGottem- Beat Box 5 (feat. Polo G) 34. Polo G - No Return (feat. The Kid LAROI & Lil Durk) 35. The Kid LAROI - NOT SOBER (feat. Polo G & Stunna Gambino) 36. Polo G - Don't Play (feat. Lil Baby) 37. Migos - Malibu (feat. Polo G) ",rap,E,https://genius.com/Spotify-this-is-polo-g-lyrics,2021.0
0.582,0.272,2,-5.662,1,0.0501,0.875,0.0,0.13,0.354,205.846,78TTtXnFQPzwqlbtbwqN0y,188238,4,81,FourFiveSeconds,Rihanna,690706," I think I've had enough I might get a little drunk I say what's on my mind I might do a little time 'Cause all of my kindness Is taken for weakness Now I'm four, five seconds from wildin' And we got three more days 'til Friday I'm just tryna make it back home by Monday mornin' I swear I wish somebody would tell me Ooh, that's all I want Woke up an optimist Sun was shinin', I'm positive We can run Then I heard you was talkin' trash I'm on a mystery Hold me back, I'm 'bout to spaz Yeah, I'm 'bout four, five seconds from wildin' And we got three more days 'til Friday I'm tryna make it back home by Monday mornin' I swear I wish somebody would try me Ooh, that’s all I want And I know that you're up tonight Thinkin', ""How could I be so selfish?"" But you called 'bout a thousand times Wondering where I've been Now I know that you're up tonight Thinkin', ""How could I be so reckless?"" But I just can't apologize I hope you can understand, yeah If I go to jail tonight Promise you'll pay my bail See they want to buy my pride But that just ain't up for sale See all of my kindness (Mhm) Is taken for weakness Now I'm four, five seconds from wildin' And we got three more days 'til Friday I'm tryna make it back home by Monday mornin' I swear I wish somebody would tell me Ooh, that's all I want Four, five seconds from wildin' And we got three more days 'til Friday Just tryna make it back home by Monday mornin' I swear I wish somebody would tell me 'Cause that's all I want ",pop,D,https://genius.com/Rihanna-kanye-west-and-paul-mccartney-fourfiveseconds-lyrics,2015.0
0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,5Nm9ERjJZ5oyfXZTECKmRt,172724,4,86,Stay With Me,Sam Smith,387414," Guess it's true, I'm not good at a one-night stand But I still need love 'cause I'm just a man These nights never seem to go to plan I don't want you to leave, will you hold my hand? Oh, won't you stay with me? 'Cause you're all I need This ain't love, it's clear to see But darling, stay with me Why am I so emotional? No, it's not a good look, gain some self-control And deep down, I know this never works But you can lay with me so it doesn't hurt Oh, won't you stay with me? 'Cause you're all I need This ain't love, it's clear to see But darling, stay with me Oooh, oooh Oooh, oooh Oh, won't you stay with me? 'Cause you're all I need This ain't love, it's clear to see But darling, stay with me Oh, won't you stay with me? 'Cause you're all I need This ain't love, it's clear to see But darling, stay with me ",r-b,C,https://genius.com/Sam-smith-stay-with-me-lyrics,2014.0
